Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2492951,SUBWAY,SUBWAY,2470205,Restaurant,Risk 1 (High),6555 N CLARK ST ,CHICAGO,IL,60626,03/16/2021,Canvass,Pass,,42.00155690675642,-87.67165231818775,"(-87.67165231818775, 42.00155690675642)"
2492948,GHYNAROS GRILL,GHYNAROS GRILL,2771450,Restaurant,Risk 1 (High),3224 W FOSTER AVE ,CHICAGO,IL,60625,03/16/2021,License,Not Ready,,41.97584622052377,-87.70968162978451,"(-87.70968162978451, 41.97584622052377)"
2492953,THE DOPEST BAR & GRILL,THE DOPEST,2703527,Restaurant,Risk 1 (High),2343 W ROOSEVELT RD ,CHICAGO,IL,60608,03/16/2021,License,Fail,,41.8665120745726,-87.68536191797541,"(-87.68536191797541, 41.8665120745726)"
2492952,SIENA TAVERN,SIENA TAVERN,2120943,Restaurant,Risk 1 (High),51 W KINZIE ST ,CHICAGO,IL,60654,03/16/2021,Non-Inspection,No Entry,,41.88911807836364,-87.62992330278485,"(-87.62992330278485, 41.88911807836364)"
2492954,PALOMINO,PALOMINO,2757951,,Risk 2 (Medium),4100 S ASHLAND AVE ,CHICAGO,IL,60609,03/16/2021,License,Not Ready,,41.81944142629576,-87.6653755449091,"(-87.6653755449091, 41.81944142629576)"
2492945,RIOS DE SUDAMERICA,RIOS DE SUDAMERICA,1717608,Restaurant,Risk 1 (High),2010-2012 W ARMITAGE AVE ,CHICAGO,IL,60647,03/16/2021,Non-Inspection,No Entry,,41.91785728315573,-87.67812034520395,"(-87.67812034520395, 41.91785728315573)"
2492936,CHICAGO DOWNTOWN MARRIOTT,MAIN KITCHEN,33854,Restaurant,Risk 1 (High),540 N MICHIGAN AVE ,CHICAGO,IL,60611,03/16/2021,Non-Inspection,No Entry,,41.892140783720365,-87.62431278442189,"(-87.62431278442189, 41.892140783720365)"
2492921,MISERICORDIA LONG TERM CARE,MISERICORDIA LONG TERM CARE,2205580,Long Term Care,Risk 1 (High),6300 N RIDGE AVE ,CHICAGO,IL,60660,03/16/2021,Canvass,Pass,,41.99557919699579,-87.67587688398633,"(-87.67587688398633, 41.99557919699579)"
2492918,Subway,Subway,2203593,Restaurant,Risk 1 (High),1768 W ARMITAGE AVE ,CHICAGO,IL,60622,03/16/2021,Canvass Re-Inspection,Pass,,41.91796074174603,-87.67270436980655,"(-87.67270436980655, 41.91796074174603)"
2492979,PEKING CHINESE FOOD,PEKING CHINESE FOOD,2534914,Restaurant,Risk 1 (High),3167 N HALSTED ST ,CHICAGO,IL,60657,03/16/2021,Canvass,Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO WRITTEN CLEANING PROCEDURE FOR A VOMIT/DIAHREA EVENT AND INSUFFICIENT EQUIPMENT REQUIRED FOR A CLEAN-UP OF SUCH AN EVENT. MUST PROVIDE A WRITTEN CLEANING PROCEDURE AND ALL REQUIRED EQUIPMENT. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED AT THIS TIME. | 15. FOOD SEPARATED AND PROTECTED - Comments: OBSERVED A LARGE CONTAINER OF CUT RAW CHICKEN BEING STORED ON THE TOP SHELVING INSIDE THE WALK-IN COOLER DIRECTLY ABOVE UNCOVERED COOKED CHICKEN, COOKED SHRIMP AND PREPARED GRAVEY. REVIEWED PROPER FOOD STORAGE AND PROTECTION. PRIORITY VIOLATION 7-38-005 CITATION ISSUED. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: ALL BULK FOOD AND SPICE CONTAINERS ON IN THE ORIGINAL CONTAINER MUST BE LABELED WITH THE PRODUCT COMMON NAME. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 30 TO 50 RAT DROPPINGS IN THE FOLLOWING AREAS: DRY FOOD STORAGE CLOSET, UNDER THE THREE COMPARTMENT SINK BEHIND GREASE TRAP, ALL THROUGHOUT THE HOT WATER TANK CLOSET AND FRESH DROPPINGS ALONG BASEBOARD FROM THE REAR EXIT DOOR TO THE WATER TANK CLOSET. THE PEST CONTROL CO. HAD SERVICED ON THE DAY OF THIS INSPECTION AND NOTED NO ACTIVITY. NO TRAPS OR GLUEBOARDS ON SITE. RECOMMEND HAVING A PEST CONTROL CO. SERVICE FOR RATS. INSTRUCTED TO REMOVE ALL DROPPINGS FROM ALL AREAS, CLEAN AND SANITIZE ALL AREAS. PRIORITY FOUNDATION VIOLATION 7-38-020(A) CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: NOTED THE REAR EXIT DOOR WITH AN OPEN 1/4 INCH GAP ALONG THE BOTTOM THRESHOLD OF THE SOLID DOOR AND OPEN HOLES NOTED ON THE BOTTOM OF THE SCREENED DOOR. INSTRUCTED TO SEAL SOLID DOOR TO BE TIGHT FITTING ON ALL SIDES AND SEAL ALL HOLES IN MESH SCREEN OF THE SCREENED DOOR. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: MUST NOT STORE KNIVES  BETWEEN PREP TABLE/PREP COOLER ON THE COOKS LINE. MUST PROVIDE A PROPER KNIFE HOLDER OR STORE ON CLEAN CUTTING BOARD. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: TABLE TOP CAN OPENER NOTED WITH ENCRUSTED FOOD DEBRIS. MUST CLEAN AFTER EACH USE AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST NOT USE CARDBOARD BOXES, PLASTIC GROCERY BAGS, OR USED TIN CANS FROM ANOTHER FOOD PRODUCT FOR FOOD STORAGE CONTAINERS. MUST USE WASHABLE, REUSABLE CONTAINERS AND FOOD GRADE DISPOSABLE PLASTIC BAGS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: EXTREMELY DIRTY INTERIOR OF THE UTILITY MOP SINK.----ENCRUSTED FOOD DEBRIS ON THE HOT AND COLD WATER HANDLES ON THE THREE COMPARTMENT SINK. MUST CLEAN AND MAINTAIN ALL. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: EXTERIOR OF THE COOKS LINE TWO DOOR COOLER DIRTY WITH FOOD SPLATTER. DEEP FRYERS AND COOKS LINE EXHAUST HOOD WITH EXCESSIVE GREASE DRIPPING DOWN. MUST CLEAN AND MAINTAIN ALL. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST NOT USE TAPE AS A MEANS OF REPAIR FOR THE WALLS THROUGHOUT THE WASHROOM. MUST PROPERLY REPAIR TILES TO BE SMOOTH AND CLEANABLE.----FLOORS UNDER DRY FOOD STORAGE SHELVING WITH DEBRIS.----EXCESSIVE GREASE ON THE WALL BEHIND THE COOKS LINE GREASE TRAP. MUST CLEAN AND MAINTAIN ALL.",41.93981400524677,-87.64911458899103,"(-87.64911458899103, 41.93981400524677)"
2492975,THE VEGGIE GRILL,THE VEGGIE GRILL,2563666,Restaurant,Risk 1 (High),614 W DIVERSEY PKWY ,CHICAGO,IL,60614,03/16/2021,Canvass,Out of Business,,41.93291687750861,-87.64457163885304,"(-87.64457163885304, 41.93291687750861)"
2492976,"BRIDGEPORT COFFEE JACKSON,LLC",BRIDGEPORT COFFEE,2616249,Restaurant,Risk 2 (Medium),310 S MICHIGAN AVE ,CHICAGO,IL,60604,03/16/2021,Canvass,Out of Business,,41.8779878069696,-87.62445980070322,"(-87.62445980070322, 41.8779878069696)"
2492881,MCDONALD'S,MCDONALD'S,2328103,Restaurant,Risk 2 (Medium),600 N CLARK ST ,CHICAGO,IL,60654,03/15/2021,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST CLEAN WATER FROM FLOORS AROUND ICE MACHINE AND IN DISHWASHING AREA, INSTRUCTED TO MAINTAIN. ",41.89246403299273,-87.631294885907,"(-87.631294885907, 41.89246403299273)"
2492876,LOU MALNATI'S PIZZERIA,LOU MALNATI'S PIZZERIA,2483886,Restaurant,Risk 1 (High),6456 S CICERO AVE ,CHICAGO,IL,60638,03/15/2021,Canvass Re-Inspection,Pass,,41.77492299454098,-87.74232095955311,"(-87.74232095955311, 41.77492299454098)"
2492867,ROSY'S BAKERY,ROSY'S BAKERY,39805,Bakery,Risk 2 (Medium),3237 W 26TH ST ,CHICAGO,IL,60623,03/15/2021,Complaint,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: MISSING HANDWASH SIGNAGE AT HANDWASH SINKS. INSTD TO PROVIDE AND MAINTAIN. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: SOAP AND PAPER DISPENSER AT 3-CCMPARTMENT SINK. INSTD TO REMOVE  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MISSING OUTLET COVERS AROUND OUTLETS. INSTD TO PROVIDE AND MAINTAIN",41.84438925530773,-87.70640583702438,"(-87.70640583702438, 41.84438925530773)"
2492866,TROQUET RIVER NORTH,TROQUET,1954838,Restaurant,Risk 1 (High),111 W HURON ST ,CHICAGO,IL,60654,03/15/2021,Non-Inspection,No Entry,,41.8947160042679,-87.63171614204819,"(-87.63171614204819, 41.8947160042679)"
2492860,JARABE,TAQUERIA JARABE,2758134,Restaurant,Risk 1 (High),749 S WESTERN AVE ,CHICAGO,IL,60612,03/15/2021,License Re-Inspection,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: Violation Codes: 3-302.12 Inspector Comments: FOUND BULK FOOD (BEANS, RICE, AND SEASONING) NOT STORED IN ITS ORIGINAL AND NOT LABELED. MUST PROVIDE COMMON NAME FOR ALL FOOD TAKEN OUT OF ITS ORIGINAL CONTAINER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-501.12 Inspector Comments: FOUND HOOD VENT LOCATED IN FRONT PREPARATION AREA FILLED WITH GREASE. MUST CLEAN SANITIZE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-501.114 Inspector Comments: FOUND CLUTTER IN BASEMENT. BASEMENT FILLED WITH DRYWALL,PAINT,METAL PIECES ON FLOOR CLUTTER INCREASES PEST HARBORAGE. MUST REMOVE, ORGANIZE, AND MAINTAIN",41.87161089478699,-87.6860303713524,"(-87.6860303713524, 41.87161089478699)"
2492856,Field,Eugene Field,23211,School,Risk 1 (High),7019 N Ashland AVE ,CHICAGO,IL,60626,03/15/2021,Canvass,Pass,,42.00966462466127,-87.66994861861532,"(-87.66994861861532, 42.00966462466127)"
2492853,New Field Elementary School,New Field Elementary School,22071,School,Risk 1 (High),1707 W Morse AVE ,CHICAGO,IL,60626,03/15/2021,Canvass,Fail,56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND MECHANICAL VENTILATION NOT WORKING FOR BOY'S AND GIRL'S RESTROOMS 3RD AND 2ND FLOOR WEST SIDE OF BUILDING.MUST REPAIR. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION NOT CORRECTED FROM REPORT DATED 1-24-20 INSPECTION # 2359811. NOTED NO WORKING VENTILATION INSIDE THE STAFF TOILET ON PREMISE.INSTRUCTED TO REPAIR AND HAVE A WORKING VENTILATION INSIDE ALL TOILETS. 7-42-090 PRIORITY VIOLATION. NO CITATION ISSUED.MUST REPAIR.,42.00767532654227,-87.67315752708828,"(-87.67315752708828, 42.00767532654227)"
2492991,LOCAL FOOD HALL,LOCAL FOOD HALL,2776192,Restaurant,Risk 2 (Medium),1231 W FULLERTON AVE ,CHICAGO,IL,60614,03/15/2021,License,Not Ready,,41.925164022421974,-87.65966653321956,"(-87.65966653321956, 41.925164022421974)"
2492908,COUSINS SUBS,COUSINS SUBS,2632287,Restaurant,Risk 1 (High),120 W MADISON ST ,CHICAGO,IL,60602,03/15/2021,Canvass,Out of Business,,41.882081136557176,-87.6315134139163,"(-87.6315134139163, 41.882081136557176)"
2492906,7-ELEVEN #33705K,7-ELEVEN,2776432,Grocery Store,Risk 2 (Medium),216 W JACKSON BLVD ,CHICAGO,IL,60606,03/15/2021,License,Not Ready,,41.878223241518086,-87.63424737951088,"(-87.63424737951088, 41.878223241518086)"
2492903,LUCKY'S SANDWICH COMPANY,LUCKY'S SANDWICH COMPANY,1479950,Restaurant,Risk 1 (High),3472 N CLARK ST ,CHICAGO,IL,60657,03/15/2021,Canvass,Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NO WRITTEN EMPLOYEE HEALTH POLICY ON SITE OR AVAILABLE FOR REVIEW. MUST PROVIDE FOR ALL EMPLOYEES. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED AT THIS TIME. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO WRITTEN CLEANING PROCEDURE FOR A VOMIT/DIAHREA EVENT OR REQUIRED EQUIPMENT. MUST PROVIDE. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED AT THIS TIME. | 15. FOOD SEPARATED AND PROTECTED - Comments: OBSERVED A HALF CASE OF RAW EGGS BEING STORED INSIDE THE WALK-IN COOLER ON THE TOP SHELVING DIRECTLY OVER PREPARED, READY TO EAT FOODS SUCH AS ROAST BEEF AND CHEESE. AN ADDITIONAL CONTAINER OF RAW EGGS ON ANOTHER SHELVING INSIDE WALK-IN COOLER STORED OVER READY TO EAT CHEESE. REVIEWED PROPER FOOD PROTECTION. FOODS REMOVED AND DISCARDED. PRIORITY VIOLATION 7-38-005 CITATION ISSUED. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: NOTED THE CHLORINE CHEMICAL DISH MACHINE NOT PROPERLY SANITIZING WHILE DISHES WERE BEING WASHED. 0 PPM CHLORINE NOTED AFTER SEVERAL ATTEMPTS. MACHINE TAGGED HELD FOR INSPECTION AND MUST NOT USE UNTIL REPAIRED AND PROPERLY DISPENSES SANITIZER. INSTRUCTED TO SET THE THREE COMPARTMENT SINK TO MANUALLY WASH, RINSE AND SANITIZE. PRIORITY VIOLATION 7-38-025 CITATION ISSUED. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED THE FOLLOWING PREPARED TCS READY TO EAT FOODS NOT PROPERLY DATE LABELED WITH AN EXPIRATION DATE THROUGHOUT ALL COOLERS: SOUP, CUT LEAFY GREENS, ASSORTED CHEESES, PORTIONED ROAST BEEF, CORNED BEEF, PASTRAMI, SALAMI, CHILI, AND DRESSINGS. SOME WITH PREPARATION DATES ONLY. OTHERS WITH NO DATES. INSTRUCTED ALL PREPARED READY TO EAT TCS FOODS HELD LONGER THAN 24 HOURS MUST BE DATE LABELED WITH AN EXPIRATION DATE NO LONGER THAN 7 DAYS. ALL FOODS DISCARDED. PRIORITY FOUNDATION VIOLATION 7-38-005 CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: MENU DOES NOT DISCLOSE AND INFORM CONSUMERS THE SPECIFIC MENU ITEMS THAT ARE RAW OR UNDER COOKED AND A POTENTIAL HAZARD OF CONSUMING SUCH FOOD. FRIED EGGS AND BURGERS. MUST DISCLOSE AND REMIND SUCH ITEMS. PRIORITY FOUNDATION VIOLATION NO CITATION ISSUED AT THIS TIME. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED THE BASEMENT ICE MACHINE BEING STORED DIRECTLY UNDER WASTE WATER PIPING. INSTRUCTED TO REMOVE OR INSTALL A SMOOTH CLEANABLE CEILING BETWEEN PIPING AND MACHINE. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED SOILED LINENS HANGING ON THE SPLASH GUARD OF THE KITCHEN HAND WASHING SINK. MUST PROPERLY STORE SOILED LINENS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: MUST NOT USE MILK CRATES AS A MEANS OF ELEVATION FOR THE CHEMICAL STORAGE AT THE DISH MACHINE. FLOORS MUST BE ACCESSIBLE FOR CLEANING AND MONITORING. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: WINDOW SILL FOOD STORAGE SHELVING IN THE KITCHEN FOUND DIRTY. ALL METAL RACK SHELVING THROUGHOUT THE WALK-N COOLER WITH EXCESSIVE RUST. MUST REMOVE ALL RUST, CLEAN AND MAINTAIN ALL.----TOP OF DISH MACHINE WITH DIRT AND DEBRIS.MUST CLEAN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: LEAK AT THE NOZZLE OF THE BAR THREE COMPARTMENT SINK. INSTRUCTED TO REPAIR. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NO BACKFLOW PREVENTION DEVICE TO BE SERVICED AND MAINTAINED ON THE UTILITY SERVICE SINK IN THE KITCHEN. MUST PROVIDE A BACKFLOW PREVENTION DEVICE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL UNNECESSARY ARTICLES STORED THROUGHOUT REAR PATIO/GARBAGE AREA SUCH AS PLASTIC BUCKETS, BREAD PALLETS AND PILED WOOD MUST BE REMOVED FROM THE PREMISES TO PREVENT RODENT HARBORING.-----ALL STORED ITEMS THROUGHOUT THE BASEMENT MUST BE ELEVATED AND ORGANIZED AND ALL UNNECESSARY ITEMS REMOVED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CRACKED, DAMAGED FLOOR TILES AT THE BAR. INSTRUCTED TO REPLACE/REPAIR. FLOORS IN THE FOLLOWING AREAS WITH DIRT, DEBRIS: THROUGHOUT THE BAR, UNDER THE DISHWASHING MACHINE, THROUGHOUT THE WALK-IN COOLER, UNDER THE BASEMENT STAIRWELL, THROUGHOUT THE BASEMENT. INSTRUCTED TO CLEAN AND MAINTAIN ALL.----WOODEN WALL MOUNTS FOR THE FRY SLICER WITH CHIPPING PAINT AND WOOD. MUST PROPERLY SEAL TO BE SMOOTH AND CLEANABLE.----HOLE NOTED IN THE BASEBOARD/FLOOR BEHIND THE KITCHEN TALL REACH-IN COOLER NEXT TO THE DISH MACHINE. IT MUST BE SEALED. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED EMPLOYEES PERSONAL BELONGINGS STORED IN THE FOOD PREPARATION AREA. MUST PROVIDE A DESIGNATED STORAGE AREA FOR EMPLOYEES BELONGINGS. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS FROM 7-24-19 #2303616 NOT CORRECTED. #41- ALL PREP WIPING CLOTHS MUST BE HELD BETWEEN USE IN A CONTAINER WITH A SANITIZING SOLUTION. #57-: FOUND ONLY TWO EXPIRED FOOD HANDLER CERTIFICATES ON SITE. MUST PROVIDE VALID FOOD HANDLER CERTIFICATES FOR ALL REQUIRED EMPLOYEES. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED AT THIS TIME.",41.94532485896477,-87.65517564332215,"(-87.65517564332215, 41.94532485896477)"
2492893,Dewitt Clinton Elementary School,Dewitt Clinton Elementary School,22751,School,Risk 1 (High),6110 N Fairfield ,CHICAGO,IL,60659,03/15/2021,Canvass Re-Inspection,Pass,,41.992564214774426,-87.69839748136455,"(-87.69839748136455, 41.992564214774426)"
2492830,ZEA SALON,ZEA SALON,2775839,Liquor,Risk 3 (Low),3707 N HALSTED ST ,,IL,,03/15/2021,License Re-Inspection,Pass,,41.949326151061065,-87.64940180063041,"(-87.64940180063041, 41.949326151061065)"
2492809,LA PLACITA DE DURANGO,LA PLACITA DE DURANGO,2134104,Restaurant,Risk 1 (High),2423 W 51ST ST ,CHICAGO,IL,60632,03/12/2021,Canvass,Out of Business,,41.80102712134728,-87.68530842130838,"(-87.68530842130838, 41.80102712134728)"
2492812,OASIS MINI MART,OASIS MINI MART,2704164,Grocery Store,Risk 3 (Low),4018 S WESTERN ,CHICAGO,IL,60609,03/12/2021,License Re-Inspection,Pass,,41.8205337877993,-87.68489825779784,"(-87.68489825779784, 41.8205337877993)"
2492817,MARATHON GAS,MARATHON GAS,2601292,,Risk 3 (Low),7850-7858 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60619,03/12/2021,Complaint,No Entry,,41.75143029426537,-87.61511273361538,"(-87.61511273361538, 41.75143029426537)"
2492814,D'CUBA,D'CUBA,2718022,Restaurant,Risk 1 (High),5653 W FULLERTON AVE ,CHICAGO,IL,60639,03/12/2021,Canvass Re-Inspection,Pass,,41.92383772649706,-87.76812296268612,"(-87.76812296268612, 41.92383772649706)"
2492780,"TAQUERIA EL AGUILA REAL, INC",TAQUERIA EL AGUILA REAL,33511,Restaurant,Risk 1 (High),3152-3154 W MONTROSE AVE ,CHICAGO,IL,60618,03/12/2021,Complaint Re-Inspection,Pass,58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED THE CERTIFIED FOOD MANAGER WITHOUT AN ALLERGEN TRAINING CERTIFICATE. MANAGEMENT INSTRUCTED TO HAVE ALL CERTIFIED FOOD MANAGERS OBTAIN THIS CERTIFICATE.,41.961298161733566,-87.70795210214149,"(-87.70795210214149, 41.961298161733566)"
2492773,Vanderpoel Magnet,Vanderpoel Magnet,29311,School,Risk 1 (High),9510 S Prospect (1700W) ,CHICAGO,IL,60643,03/12/2021,Canvass,Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LOW WATER PRESSURE AT LEFT SINK IN BOYS FIRST FLOOR WASHROOM. INSTRUCTED MANAGER TO REPAIR. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLES IN WOMEN STAFF AND GIRLS WASHROOMS. INSTRUCTED MANAGER TO PROVIDE.",41.720781521886025,-87.66558525674999,"(-87.66558525674999, 41.720781521886025)"
2492768,MARZ COMMUNITY BREWING CO.,MARZ COMMUNITY BREWING CO.,2776267,Restaurant,Risk 2 (Medium),1950 N WESTERN AVE ,CHICAGO,IL,60647,03/12/2021,License,Pass,,41.917134801370274,-87.68754385201615,"(-87.68754385201615, 41.917134801370274)"
2492767,BREAKFAST HOUSE RESTAURANT,BREAKFAST HOUSE RESTAURANT,2776387,Restaurant,Risk 1 (High),3928-3932 N SHERIDAN RD ,,IL,,03/12/2021,License,Not Ready,,41.953623913931075,-87.65466750153246,"(-87.65466750153246, 41.953623913931075)"
2492755,MARGARITA'S PIZZERIA,MARGARITA'S PIZZERIA,48819,Restaurant,Risk 1 (High),2705 - 2707 E 79TH ST ,CHICAGO,IL,60649,03/11/2021,Complaint,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE GASKETS AT THE TWO DOOR PREP COOLER IN THE GRILL AREA (TACOS) WORN; INSTRUCTED TO REPLACE GASKETS AT UNIT. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN AND MAINTAIN THE FOLLOWING:  VENT FAN COVER IN EMPLOYEE WASHROOM ON PIZZA PREP SIDE.  CLEAN THE FLOOR UNDER THE SHELF WHERE THE POP IS STORED IN THE REAR AREA BY THE WALK IN COOLER.  CLEAN THE WALLS, CEILING AND VENTS IN THE STORAGE AREA BY THE WALK-IN UNITS TO REMOVE DUST BUILD UP.",41.75172337100072,-87.55869963532268,"(-87.55869963532268, 41.75172337100072)"
2492742,GORDITAS AGUASCALIENTES,GORDITAS AGUASCALIENTES,2487821,Restaurant,Risk 1 (High),5249 S KEDZIE AVE ,CHICAGO,IL,60632,03/11/2021,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: RAW WOOD ON WALLS IN HALLWAY LEADING TO TOILET ROOMS AND PREP AREA AND ON WALLS/DOORS IN TOILET ROOMS. INSTD TO SEAL RAW WOOD, SO AS TO BE A SMOOTH, NON POROUS, EASILY CLEANABLE SURFACE. MISSING CEILING TILES IN REAR WHERE MULTI USE UTENSILS STORED. INSTD TO REPLACE AND MAINTAIN",41.797543905371754,-87.70352333204033,"(-87.70352333204033, 41.797543905371754)"
2492806,D' LUNA RESTAURANT INC.,D' LUNA RESTAURANT INC.,2627620,Restaurant,Risk 1 (High),1943 W 51ST ST ,CHICAGO,IL,60609,03/11/2021,Canvass,Out of Business,,41.801130554522466,-87.6738073557959,"(-87.6738073557959, 41.801130554522466)"
2492738,KENTUCKY FRIED CHICKEN,KFC,2483751,Restaurant,Risk 1 (High),1600 W MARQUETTE RD ,CHICAGO,IL,60636,03/11/2021,Canvass,Out of Business,,41.77230075905835,-87.66408586993496,"(-87.66408586993496, 41.77230075905835)"
2492734,FAT ALBERT,FAT ALBERT,2087634,Restaurant,Risk 1 (High),6854 S ASHLAND AVE ,CHICAGO,IL,60636,03/11/2021,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED BOTTOM STORAGE SHELVES OF PREP TABLES, AND SHELVES INSIDE WALK IN COOLER NOT CLEAN OF DEBIS. INSTRUCTED TO CLEAN/MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS INBASEMENT AND STAIRS TO BASEMENT NOT MAINTAIN. INSTRUCTED TO CLEAN  ALL DEBRIS. MUST MAINTAIN.",41.7687496714465,-87.6640594139128,"(-87.6640594139128, 41.7687496714465)"
2492718,ONAHAN ELEMENTARY SCHOOL,ONAHAN ELEMENTARY SCHOOL,24761,School,Risk 1 (High),6634 W RAVEN (6300N) ST ,CHICAGO,IL,60631,03/11/2021,Canvass,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: TOILET ROOM RECEPTACLE MUST BE COVERED. INSTRUCTED TO PROVIDE LID/COVER INSIDE EMPLOYEE WASHROOM. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: NOTED SOME LITTER ON GROUND, UNDER AND BEHIND GARBAGE DUMPSTER IN REAR OUTSIDE AREA. INSTRUCTED TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOORS ALONG THE WALLS ESPECIALLY IN CORNERS INSIDE (2) WALK-IN COOLER IN PREP AREA. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED UNVENTED DOUBLE DECK CONVECTION OVEN IN PREP AREA. INSTRUCTED TO PROVIDE VENTILATION (HOOD).",,,
2492708,JOE'S PIZZA INC,JOE'S PIZZA INC,14745,Restaurant,Risk 1 (High),5747 W HIGGINS AVE ,CHICAGO,IL,60630,03/11/2021,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SLIGHT BUILD UP OF GREASE ON SIDE OF USED COOKING OIL CONTAINER LOCATED IN REAR OUTDOOR GARBAGE AREA. INSTRUCTED TO CLEAN AND MAINTAIN.",41.97150246368781,-87.77238727302218,"(-87.77238727302218, 41.97150246368781)"
